dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2014-01-01,2013-W52,414,2013-W52-3,2014-01-15
2014-01-02,2013-W52,414,2013-W52-4,2014-01-16
2014-01-03,2013-W52,414,2013-W52-5,2014-01-17
2014-01-04,2013-W52,414,2013-W52-6,2014-01-18
2014-01-05,2014-W01,436,2014-W01-0,2014-01-19
2014-01-06,2014-W01,436,2014-W01-1,2014-01-20
2014-01-07,2014-W01,436,2014-W01-2,2014-01-21
2014-01-08,2014-W01,436,2014-W01-3,2014-01-22
2014-01-09,2014-W01,436,2014-W01-4,2014-01-23
2014-01-10,2014-W01,436,2014-W01-5,2014-01-24
2014-01-11,2014-W01,436,2014-W01-6,2014-01-25
2014-01-12,2014-W02,479,2014-W02-0,2014-01-26
2014-01-13,2014-W02,479,2014-W02-1,2014-01-27
2014-01-14,2014-W02,479,2014-W02-2,2014-01-28
2014-01-15,2014-W02,479,2014-W02-3,2014-01-29
2014-01-16,2014-W02,479,2014-W02-4,2014-01-30
2014-01-17,2014-W02,479,2014-W02-5,2014-01-31
2014-01-18,2014-W02,479,2014-W02-6,2014-02-01
2014-01-19,2014-W03,401,2014-W03-0,2014-02-02
2014-01-20,2014-W03,401,2014-W03-1,2014-02-03
2014-01-21,2014-W03,401,2014-W03-2,2014-02-04
2014-01-22,2014-W03,401,2014-W03-3,2014-02-05
2014-01-23,2014-W03,401,2014-W03-4,2014-02-06
2014-01-24,2014-W03,401,2014-W03-5,2014-02-07
2014-01-25,2014-W03,401,2014-W03-6,2014-02-08
2014-01-26,2014-W04,336,2014-W04-0,2014-02-09
2014-01-27,2014-W04,336,2014-W04-1,2014-02-10
2014-01-28,2014-W04,336,2014-W04-2,2014-02-11
2014-01-29,2014-W04,336,2014-W04-3,2014-02-12
2014-01-30,2014-W04,336,2014-W04-4,2014-02-13
2014-01-31,2014-W04,336,2014-W04-5,2014-02-14
2014-02-01,2014-W04,336,2014-W04-6,2014-02-15
2014-02-02,2014-W05,234,2014-W05-0,2014-02-16
2014-02-03,2014-W05,234,2014-W05-1,2014-02-17
2014-02-04,2014-W05,234,2014-W05-2,2014-02-18
2014-02-05,2014-W05,234,2014-W05-3,2014-02-19
2014-02-06,2014-W05,234,2014-W05-4,2014-02-20
2014-02-07,2014-W05,234,2014-W05-5,2014-02-21
2014-02-08,2014-W05,234,2014-W05-6,2014-02-22
2014-02-09,2014-W06,273,2014-W06-0,2014-02-23
2014-02-10,2014-W06,273,2014-W06-1,2014-02-24
2014-02-11,2014-W06,273,2014-W06-2,2014-02-25
2014-02-12,2014-W06,273,2014-W06-3,2014-02-26
2014-02-13,2014-W06,273,2014-W06-4,2014-02-27
2014-02-14,2014-W06,273,2014-W06-5,2014-02-28
2014-02-15,2014-W06,273,2014-W06-6,2014-03-01
2014-02-16,2014-W07,369,2014-W07-0,2014-03-02
2014-02-17,2014-W07,369,2014-W07-1,2014-03-03
2014-02-18,2014-W07,369,2014-W07-2,2014-03-04
2014-02-19,2014-W07,369,2014-W07-3,2014-03-05
2014-02-20,2014-W07,369,2014-W07-4,2014-03-06
2014-02-21,2014-W07,369,2014-W07-5,2014-03-07
2014-02-22,2014-W07,369,2014-W07-6,2014-03-08
2014-02-23,2014-W08,193,2014-W08-0,2014-03-09
2014-02-24,2014-W08,193,2014-W08-1,2014-03-10
2014-02-25,2014-W08,193,2014-W08-2,2014-03-11
2014-02-26,2014-W08,193,2014-W08-3,2014-03-12
2014-02-27,2014-W08,193,2014-W08-4,2014-03-13
2014-02-28,2014-W08,193,2014-W08-5,2014-03-14
2014-03-01,2014-W08,193,2014-W08-6,2014-03-15
2014-03-02,2014-W09,186,2014-W09-0,2014-03-16
2014-03-03,2014-W09,186,2014-W09-1,2014-03-17
2014-03-04,2014-W09,186,2014-W09-2,2014-03-18
2014-03-05,2014-W09,186,2014-W09-3,2014-03-19
2014-03-06,2014-W09,186,2014-W09-4,2014-03-20
2014-03-07,2014-W09,186,2014-W09-5,2014-03-21
2014-03-08,2014-W09,186,2014-W09-6,2014-03-22
2014-03-09,2014-W10,209,2014-W10-0,2014-03-23
2014-03-10,2014-W10,209,2014-W10-1,2014-03-24
2014-03-11,2014-W10,209,2014-W10-2,2014-03-25
2014-03-12,2014-W10,209,2014-W10-3,2014-03-26
2014-03-13,2014-W10,209,2014-W10-4,2014-03-27
2014-03-14,2014-W10,209,2014-W10-5,2014-03-28
2014-03-15,2014-W10,209,2014-W10-6,2014-03-29
2014-03-16,2014-W11,224,2014-W11-0,2014-03-30
2014-03-17,2014-W11,224,2014-W11-1,2014-03-31
2014-03-18,2014-W11,224,2014-W11-2,2014-04-01
2014-03-19,2014-W11,224,2014-W11-3,2014-04-02
2014-03-20,2014-W11,224,2014-W11-4,2014-04-03
2014-03-21,2014-W11,224,2014-W11-5,2014-04-04
2014-03-22,2014-W11,224,2014-W11-6,2014-04-05
2014-03-23,2014-W12,210,2014-W12-0,2014-04-06
2014-03-24,2014-W12,210,2014-W12-1,2014-04-07
2014-03-25,2014-W12,210,2014-W12-2,2014-04-08
2014-03-26,2014-W12,210,2014-W12-3,2014-04-09
2014-03-27,2014-W12,210,2014-W12-4,2014-04-10
2014-03-28,2014-W12,210,2014-W12-5,2014-04-11
2014-03-29,2014-W12,210,2014-W12-6,2014-04-12
2014-03-30,2014-W13,225,2014-W13-0,2014-04-13
2014-03-31,2014-W13,225,2014-W13-1,2014-04-14
2014-04-01,2014-W13,225,2014-W13-2,2014-04-15
2014-04-02,2014-W13,225,2014-W13-3,2014-04-16
2014-04-03,2014-W13,225,2014-W13-4,2014-04-17
2014-04-04,2014-W13,225,2014-W13-5,2014-04-18
2014-04-05,2014-W13,225,2014-W13-6,2014-04-19
2014-04-06,2014-W14,240,2014-W14-0,2014-04-20
2014-04-07,2014-W14,240,2014-W14-1,2014-04-21
2014-04-08,2014-W14,240,2014-W14-2,2014-04-22
2014-04-09,2014-W14,240,2014-W14-3,2014-04-23
2014-04-10,2014-W14,240,2014-W14-4,2014-04-24
2014-04-11,2014-W14,240,2014-W14-5,2014-04-25
2014-04-12,2014-W14,240,2014-W14-6,2014-04-26
2014-04-13,2014-W15,244,2014-W15-0,2014-04-27
2014-04-14,2014-W15,244,2014-W15-1,2014-04-28
2014-04-15,2014-W15,244,2014-W15-2,2014-04-29
2014-04-16,2014-W15,244,2014-W15-3,2014-04-30
2014-04-17,2014-W15,244,2014-W15-4,2014-05-01
2014-04-18,2014-W15,244,2014-W15-5,2014-05-02
2014-04-19,2014-W15,244,2014-W15-6,2014-05-03
2014-04-20,2014-W16,235,2014-W16-0,2014-05-04
2014-04-21,2014-W16,235,2014-W16-1,2014-05-05
2014-04-22,2014-W16,235,2014-W16-2,2014-05-06
2014-04-23,2014-W16,235,2014-W16-3,2014-05-07
2014-04-24,2014-W16,235,2014-W16-4,2014-05-08
2014-04-25,2014-W16,235,2014-W16-5,2014-05-09
2014-04-26,2014-W16,235,2014-W16-6,2014-05-10
2014-04-27,2014-W17,282,2014-W17-0,2014-05-11
2014-04-28,2014-W17,282,2014-W17-1,2014-05-12
2014-04-29,2014-W17,282,2014-W17-2,2014-05-13
2014-04-30,2014-W17,282,2014-W17-3,2014-05-14
2014-05-01,2014-W17,282,2014-W17-4,2014-05-15
2014-05-02,2014-W17,282,2014-W17-5,2014-05-16
2014-05-03,2014-W17,282,2014-W17-6,2014-05-17
2014-05-04,2014-W18,251,2014-W18-0,2014-05-18
2014-05-05,2014-W18,251,2014-W18-1,2014-05-19
2014-05-06,2014-W18,251,2014-W18-2,2014-05-20
2014-05-07,2014-W18,251,2014-W18-3,2014-05-21
2014-05-08,2014-W18,251,2014-W18-4,2014-05-22
2014-05-09,2014-W18,251,2014-W18-5,2014-05-23
2014-05-10,2014-W18,251,2014-W18-6,2014-05-24
2014-05-11,2014-W19,261,2014-W19-0,2014-05-25
2014-05-12,2014-W19,261,2014-W19-1,2014-05-26
2014-05-13,2014-W19,261,2014-W19-2,2014-05-27
2014-05-14,2014-W19,261,2014-W19-3,2014-05-28
2014-05-15,2014-W19,261,2014-W19-4,2014-05-29
2014-05-16,2014-W19,261,2014-W19-5,2014-05-30
2014-05-17,2014-W19,261,2014-W19-6,2014-05-31
2014-05-18,2014-W20,291,2014-W20-0,2014-06-01
2014-05-19,2014-W20,291,2014-W20-1,2014-06-02
2014-05-20,2014-W20,291,2014-W20-2,2014-06-03
2014-05-21,2014-W20,291,2014-W20-3,2014-06-04
2014-05-22,2014-W20,291,2014-W20-4,2014-06-05
2014-05-23,2014-W20,291,2014-W20-5,2014-06-06
2014-05-24,2014-W20,291,2014-W20-6,2014-06-07
2014-05-25,2014-W21,427,2014-W21-0,2014-06-08
2014-05-26,2014-W21,427,2014-W21-1,2014-06-09
2014-05-27,2014-W21,427,2014-W21-2,2014-06-10
2014-05-28,2014-W21,427,2014-W21-3,2014-06-11
2014-05-29,2014-W21,427,2014-W21-4,2014-06-12
2014-05-30,2014-W21,427,2014-W21-5,2014-06-13
2014-05-31,2014-W21,427,2014-W21-6,2014-06-14
2014-06-01,2014-W22,456,2014-W22-0,2014-06-15
2014-06-02,2014-W22,456,2014-W22-1,2014-06-16
2014-06-03,2014-W22,456,2014-W22-2,2014-06-17
2014-06-04,2014-W22,456,2014-W22-3,2014-06-18
2014-06-05,2014-W22,456,2014-W22-4,2014-06-19
2014-06-06,2014-W22,456,2014-W22-5,2014-06-20
2014-06-07,2014-W22,456,2014-W22-6,2014-06-21
2014-06-08,2014-W23,458,2014-W23-0,2014-06-22
2014-06-09,2014-W23,458,2014-W23-1,2014-06-23
2014-06-10,2014-W23,458,2014-W23-2,2014-06-24
2014-06-11,2014-W23,458,2014-W23-3,2014-06-25
2014-06-12,2014-W23,458,2014-W23-4,2014-06-26
2014-06-13,2014-W23,458,2014-W23-5,2014-06-27
2014-06-14,2014-W23,458,2014-W23-6,2014-06-28
2014-06-15,2014-W24,506,2014-W24-0,2014-06-29
2014-06-16,2014-W24,506,2014-W24-1,2014-06-30
2014-06-17,2014-W24,506,2014-W24-2,2014-07-01
2014-06-18,2014-W24,506,2014-W24-3,2014-07-02
2014-06-19,2014-W24,506,2014-W24-4,2014-07-03
2014-06-20,2014-W24,506,2014-W24-5,2014-07-04
2014-06-21,2014-W24,506,2014-W24-6,2014-07-05
2014-06-22,2014-W25,550,2014-W25-0,2014-07-06
2014-06-23,2014-W25,550,2014-W25-1,2014-07-07
2014-06-24,2014-W25,550,2014-W25-2,2014-07-08
2014-06-25,2014-W25,550,2014-W25-3,2014-07-09
2014-06-26,2014-W25,550,2014-W25-4,2014-07-10
2014-06-27,2014-W25,550,2014-W25-5,2014-07-11
2014-06-28,2014-W25,550,2014-W25-6,2014-07-12
2014-06-29,2014-W26,671,2014-W26-0,2014-07-13
2014-06-30,2014-W26,671,2014-W26-1,2014-07-14
2014-07-01,2014-W26,671,2014-W26-2,2014-07-15
2014-07-02,2014-W26,671,2014-W26-3,2014-07-16
2014-07-03,2014-W26,671,2014-W26-4,2014-07-17
2014-07-04,2014-W26,671,2014-W26-5,2014-07-18
2014-07-05,2014-W26,671,2014-W26-6,2014-07-19
2014-07-06,2014-W27,888,2014-W27-0,2014-07-20
2014-07-07,2014-W27,888,2014-W27-1,2014-07-21
2014-07-08,2014-W27,888,2014-W27-2,2014-07-22
2014-07-09,2014-W27,888,2014-W27-3,2014-07-23
2014-07-10,2014-W27,888,2014-W27-4,2014-07-24
2014-07-11,2014-W27,888,2014-W27-5,2014-07-25
2014-07-12,2014-W27,888,2014-W27-6,2014-07-26
2014-07-13,2014-W28,818,2014-W28-0,2014-07-27
2014-07-14,2014-W28,818,2014-W28-1,2014-07-28
2014-07-15,2014-W28,818,2014-W28-2,2014-07-29
2014-07-16,2014-W28,818,2014-W28-3,2014-07-30
2014-07-17,2014-W28,818,2014-W28-4,2014-07-31
2014-07-18,2014-W28,818,2014-W28-5,2014-08-01
2014-07-19,2014-W28,818,2014-W28-6,2014-08-02
2014-07-20,2014-W29,744,2014-W29-0,2014-08-03
2014-07-21,2014-W29,744,2014-W29-1,2014-08-04
2014-07-22,2014-W29,744,2014-W29-2,2014-08-05
2014-07-23,2014-W29,744,2014-W29-3,2014-08-06
2014-07-24,2014-W29,744,2014-W29-4,2014-08-07
2014-07-25,2014-W29,744,2014-W29-5,2014-08-08
2014-07-26,2014-W29,744,2014-W29-6,2014-08-09
2014-07-27,2014-W30,633,2014-W30-0,2014-08-10
2014-07-28,2014-W30,633,2014-W30-1,2014-08-11
2014-07-29,2014-W30,633,2014-W30-2,2014-08-12
2014-07-30,2014-W30,633,2014-W30-3,2014-08-13
2014-07-31,2014-W30,633,2014-W30-4,2014-08-14
2014-08-01,2014-W30,633,2014-W30-5,2014-08-15
2014-08-02,2014-W30,633,2014-W30-6,2014-08-16
2014-08-03,2014-W31,484,2014-W31-0,2014-08-17
2014-08-04,2014-W31,484,2014-W31-1,2014-08-18
2014-08-05,2014-W31,484,2014-W31-2,2014-08-19
2014-08-06,2014-W31,484,2014-W31-3,2014-08-20
2014-08-07,2014-W31,484,2014-W31-4,2014-08-21
2014-08-08,2014-W31,484,2014-W31-5,2014-08-22
2014-08-09,2014-W31,484,2014-W31-6,2014-08-23
2014-08-10,2014-W32,545,2014-W32-0,2014-08-24
2014-08-11,2014-W32,545,2014-W32-1,2014-08-25
2014-08-12,2014-W32,545,2014-W32-2,2014-08-26
2014-08-13,2014-W32,545,2014-W32-3,2014-08-27
2014-08-14,2014-W32,545,2014-W32-4,2014-08-28
2014-08-15,2014-W32,545,2014-W32-5,2014-08-29
2014-08-16,2014-W32,545,2014-W32-6,2014-08-30
2014-08-17,2014-W33,438,2014-W33-0,2014-08-31
2014-08-18,2014-W33,438,2014-W33-1,2014-09-01
2014-08-19,2014-W33,438,2014-W33-2,2014-09-02
2014-08-20,2014-W33,438,2014-W33-3,2014-09-03
2014-08-21,2014-W33,438,2014-W33-4,2014-09-04
2014-08-22,2014-W33,438,2014-W33-5,2014-09-05
2014-08-23,2014-W33,438,2014-W33-6,2014-09-06
2014-08-24,2014-W34,418,2014-W34-0,2014-09-07
2014-08-25,2014-W34,418,2014-W34-1,2014-09-08
2014-08-26,2014-W34,418,2014-W34-2,2014-09-09
2014-08-27,2014-W34,418,2014-W34-3,2014-09-10
2014-08-28,2014-W34,418,2014-W34-4,2014-09-11
2014-08-29,2014-W34,418,2014-W34-5,2014-09-12
2014-08-30,2014-W34,418,2014-W34-6,2014-09-13
2014-08-31,2014-W35,367,2014-W35-0,2014-09-14
2014-09-01,2014-W35,367,2014-W35-1,2014-09-15
2014-09-02,2014-W35,367,2014-W35-2,2014-09-16
2014-09-03,2014-W35,367,2014-W35-3,2014-09-17
2014-09-04,2014-W35,367,2014-W35-4,2014-09-18
2014-09-05,2014-W35,367,2014-W35-5,2014-09-19
2014-09-06,2014-W35,367,2014-W35-6,2014-09-20
2014-09-07,2014-W36,339,2014-W36-0,2014-09-21
2014-09-08,2014-W36,339,2014-W36-1,2014-09-22
2014-09-09,2014-W36,339,2014-W36-2,2014-09-23
2014-09-10,2014-W36,339,2014-W36-3,2014-09-24
2014-09-11,2014-W36,339,2014-W36-4,2014-09-25
2014-09-12,2014-W36,339,2014-W36-5,2014-09-26
2014-09-13,2014-W36,339,2014-W36-6,2014-09-27
2014-09-14,2014-W37,362,2014-W37-0,2014-09-28
2014-09-15,2014-W37,362,2014-W37-1,2014-09-29
2014-09-16,2014-W37,362,2014-W37-2,2014-09-30
2014-09-17,2014-W37,362,2014-W37-3,2014-10-01
2014-09-18,2014-W37,362,2014-W37-4,2014-10-02
2014-09-19,2014-W37,362,2014-W37-5,2014-10-03
2014-09-20,2014-W37,362,2014-W37-6,2014-10-04
2014-09-21,2014-W38,396,2014-W38-0,2014-10-05
2014-09-22,2014-W38,396,2014-W38-1,2014-10-06
2014-09-23,2014-W38,396,2014-W38-2,2014-10-07
2014-09-24,2014-W38,396,2014-W38-3,2014-10-08
2014-09-25,2014-W38,396,2014-W38-4,2014-10-09
2014-09-26,2014-W38,396,2014-W38-5,2014-10-10
2014-09-27,2014-W38,396,2014-W38-6,2014-10-11
2014-09-28,2014-W39,344,2014-W39-0,2014-10-12
2014-09-29,2014-W39,344,2014-W39-1,2014-10-13
2014-09-30,2014-W39,344,2014-W39-2,2014-10-14
2014-10-01,2014-W39,344,2014-W39-3,2014-10-15
2014-10-02,2014-W39,344,2014-W39-4,2014-10-16
2014-10-03,2014-W39,344,2014-W39-5,2014-10-17
2014-10-04,2014-W39,344,2014-W39-6,2014-10-18
2014-10-05,2014-W40,339,2014-W40-0,2014-10-19
2014-10-06,2014-W40,339,2014-W40-1,2014-10-20
2014-10-07,2014-W40,339,2014-W40-2,2014-10-21
2014-10-08,2014-W40,339,2014-W40-3,2014-10-22
2014-10-09,2014-W40,339,2014-W40-4,2014-10-23
2014-10-10,2014-W40,339,2014-W40-5,2014-10-24
2014-10-11,2014-W40,339,2014-W40-6,2014-10-25
2014-10-12,2014-W41,278,2014-W41-0,2014-10-26
2014-10-13,2014-W41,278,2014-W41-1,2014-10-27
2014-10-14,2014-W41,278,2014-W41-2,2014-10-28
2014-10-15,2014-W41,278,2014-W41-3,2014-10-29
2014-10-16,2014-W41,278,2014-W41-4,2014-10-30
2014-10-17,2014-W41,278,2014-W41-5,2014-10-31
2014-10-18,2014-W41,278,2014-W41-6,2014-11-01
2014-10-19,2014-W42,297,2014-W42-0,2014-11-02
2014-10-20,2014-W42,297,2014-W42-1,2014-11-03
2014-10-21,2014-W42,297,2014-W42-2,2014-11-04
2014-10-22,2014-W42,297,2014-W42-3,2014-11-05
2014-10-23,2014-W42,297,2014-W42-4,2014-11-06
2014-10-24,2014-W42,297,2014-W42-5,2014-11-07
2014-10-25,2014-W42,297,2014-W42-6,2014-11-08
2014-10-26,2014-W43,213,2014-W43-0,2014-11-09
2014-10-27,2014-W43,213,2014-W43-1,2014-11-10
2014-10-28,2014-W43,213,2014-W43-2,2014-11-11
2014-10-29,2014-W43,213,2014-W43-3,2014-11-12
2014-10-30,2014-W43,213,2014-W43-4,2014-11-13
2014-10-31,2014-W43,213,2014-W43-5,2014-11-14
2014-11-01,2014-W43,213,2014-W43-6,2014-11-15
2014-11-02,2014-W44,186,2014-W44-0,2014-11-16
2014-11-03,2014-W44,186,2014-W44-1,2014-11-17
2014-11-04,2014-W44,186,2014-W44-2,2014-11-18
2014-11-05,2014-W44,186,2014-W44-3,2014-11-19
2014-11-06,2014-W44,186,2014-W44-4,2014-11-20
2014-11-07,2014-W44,186,2014-W44-5,2014-11-21
2014-11-08,2014-W44,186,2014-W44-6,2014-11-22
2014-11-09,2014-W45,168,2014-W45-0,2014-11-23
2014-11-10,2014-W45,168,2014-W45-1,2014-11-24
2014-11-11,2014-W45,168,2014-W45-2,2014-11-25
2014-11-12,2014-W45,168,2014-W45-3,2014-11-26
2014-11-13,2014-W45,168,2014-W45-4,2014-11-27
2014-11-14,2014-W45,168,2014-W45-5,2014-11-28
2014-11-15,2014-W45,168,2014-W45-6,2014-11-29
2014-11-16,2014-W46,158,2014-W46-0,2014-11-30
2014-11-17,2014-W46,158,2014-W46-1,2014-12-01
2014-11-18,2014-W46,158,2014-W46-2,2014-12-02
2014-11-19,2014-W46,158,2014-W46-3,2014-12-03
2014-11-20,2014-W46,158,2014-W46-4,2014-12-04
2014-11-21,2014-W46,158,2014-W46-5,2014-12-05
2014-11-22,2014-W46,158,2014-W46-6,2014-12-06
2014-11-23,2014-W47,149,2014-W47-0,2014-12-07
2014-11-24,2014-W47,149,2014-W47-1,2014-12-08
2014-11-25,2014-W47,149,2014-W47-2,2014-12-09
2014-11-26,2014-W47,149,2014-W47-3,2014-12-10
2014-11-27,2014-W47,149,2014-W47-4,2014-12-11
2014-11-28,2014-W47,149,2014-W47-5,2014-12-12
2014-11-29,2014-W47,149,2014-W47-6,2014-12-13
2014-11-30,2014-W48,162,2014-W48-0,2014-12-14
2014-12-01,2014-W48,162,2014-W48-1,2014-12-15
2014-12-02,2014-W48,162,2014-W48-2,2014-12-16
2014-12-03,2014-W48,162,2014-W48-3,2014-12-17
2014-12-04,2014-W48,162,2014-W48-4,2014-12-18
2014-12-05,2014-W48,162,2014-W48-5,2014-12-19
2014-12-06,2014-W48,162,2014-W48-6,2014-12-20
2014-12-07,2014-W49,212,2014-W49-0,2014-12-21
2014-12-08,2014-W49,212,2014-W49-1,2014-12-22
2014-12-09,2014-W49,212,2014-W49-2,2014-12-23
2014-12-10,2014-W49,212,2014-W49-3,2014-12-24
2014-12-11,2014-W49,212,2014-W49-4,2014-12-25
2014-12-12,2014-W49,212,2014-W49-5,2014-12-26
2014-12-13,2014-W49,212,2014-W49-6,2014-12-27
2014-12-14,2014-W50,177,2014-W50-0,2014-12-28
2014-12-15,2014-W50,177,2014-W50-1,2014-12-29
2014-12-16,2014-W50,177,2014-W50-2,2014-12-30
2014-12-17,2014-W50,177,2014-W50-3,2014-12-31
2014-12-18,2014-W50,177,2014-W50-4,2015-01-01
2014-12-19,2014-W50,177,2014-W50-5,2015-01-02
2014-12-20,2014-W50,177,2014-W50-6,2015-01-03
2014-12-21,2014-W51,198,2014-W51-0,2015-01-04
2014-12-22,2014-W51,198,2014-W51-1,2015-01-05
2014-12-23,2014-W51,198,2014-W51-2,2015-01-06
2014-12-24,2014-W51,198,2014-W51-3,2015-01-07
2014-12-25,2014-W51,198,2014-W51-4,2015-01-08
2014-12-26,2014-W51,198,2014-W51-5,2015-01-09
2014-12-27,2014-W51,198,2014-W51-6,2015-01-10
2014-12-28,2014-W52,188,2014-W52-0,2015-01-11
2014-12-29,2014-W52,188,2014-W52-1,2015-01-12
2014-12-30,2014-W52,188,2014-W52-2,2015-01-13
2014-12-31,2014-W52,188,2014-W52-3,2015-01-14
2015-01-01,2014-W52,188,2014-W52-4,2015-01-15
2015-01-02,2014-W52,188,2014-W52-5,2015-01-16
2015-01-03,2014-W52,188,2014-W52-6,2015-01-17
2015-01-04,2014-W53,158,2014-W53-0,2015-01-18
2015-01-05,2014-W53,158,2014-W53-1,2015-01-19
2015-01-06,2014-W53,158,2014-W53-2,2015-01-20
2015-01-07,2014-W53,158,2014-W53-3,2015-01-21
2015-01-08,2014-W53,158,2014-W53-4,2015-01-22
2015-01-09,2014-W53,158,2014-W53-5,2015-01-23
2015-01-10,2014-W53,158,2014-W53-6,2015-01-24
2015-01-04,2015-W01,256,2015-W01-0,2015-01-18
2015-01-05,2015-W01,256,2015-W01-1,2015-01-19
2015-01-06,2015-W01,256,2015-W01-2,2015-01-20
2015-01-07,2015-W01,256,2015-W01-3,2015-01-21
2015-01-08,2015-W01,256,2015-W01-4,2015-01-22
2015-01-09,2015-W01,256,2015-W01-5,2015-01-23
2015-01-10,2015-W01,256,2015-W01-6,2015-01-24
2015-01-11,2015-W02,228,2015-W02-0,2015-01-25
2015-01-12,2015-W02,228,2015-W02-1,2015-01-26
2015-01-13,2015-W02,228,2015-W02-2,2015-01-27
2015-01-14,2015-W02,228,2015-W02-3,2015-01-28
2015-01-15,2015-W02,228,2015-W02-4,2015-01-29
2015-01-16,2015-W02,228,2015-W02-5,2015-01-30
2015-01-17,2015-W02,228,2015-W02-6,2015-01-31
2015-01-18,2015-W03,237,2015-W03-0,2015-02-01
2015-01-19,2015-W03,237,2015-W03-1,2015-02-02
2015-01-20,2015-W03,237,2015-W03-2,2015-02-03
2015-01-21,2015-W03,237,2015-W03-3,2015-02-04
2015-01-22,2015-W03,237,2015-W03-4,2015-02-05
2015-01-23,2015-W03,237,2015-W03-5,2015-02-06
2015-01-24,2015-W03,237,2015-W03-6,2015-02-07
2015-01-25,2015-W04,259,2015-W04-0,2015-02-08
2015-01-26,2015-W04,259,2015-W04-1,2015-02-09
2015-01-27,2015-W04,259,2015-W04-2,2015-02-10
2015-01-28,2015-W04,259,2015-W04-3,2015-02-11
2015-01-29,2015-W04,259,2015-W04-4,2015-02-12
2015-01-30,2015-W04,259,2015-W04-5,2015-02-13
2015-01-31,2015-W04,259,2015-W04-6,2015-02-14
2015-02-01,2015-W05,212,2015-W05-0,2015-02-15
2015-02-02,2015-W05,212,2015-W05-1,2015-02-16
2015-02-03,2015-W05,212,2015-W05-2,2015-02-17
2015-02-04,2015-W05,212,2015-W05-3,2015-02-18
2015-02-05,2015-W05,212,2015-W05-4,2015-02-19
2015-02-06,2015-W05,212,2015-W05-5,2015-02-20
2015-02-07,2015-W05,212,2015-W05-6,2015-02-21
2015-02-08,2015-W06,173,2015-W06-0,2015-02-22
2015-02-09,2015-W06,173,2015-W06-1,2015-02-23
2015-02-10,2015-W06,173,2015-W06-2,2015-02-24
2015-02-11,2015-W06,173,2015-W06-3,2015-02-25
2015-02-12,2015-W06,173,2015-W06-4,2015-02-26
2015-02-13,2015-W06,173,2015-W06-5,2015-02-27
2015-02-14,2015-W06,173,2015-W06-6,2015-02-28
2015-02-15,2015-W07,99,2015-W07-0,2015-03-01
2015-02-16,2015-W07,99,2015-W07-1,2015-03-02
2015-02-17,2015-W07,99,2015-W07-2,2015-03-03
2015-02-18,2015-W07,99,2015-W07-3,2015-03-04
2015-02-19,2015-W07,99,2015-W07-4,2015-03-05
2015-02-20,2015-W07,99,2015-W07-5,2015-03-06
2015-02-21,2015-W07,99,2015-W07-6,2015-03-07
2015-02-22,2015-W08,172,2015-W08-0,2015-03-08
2015-02-23,2015-W08,172,2015-W08-1,2015-03-09
2015-02-24,2015-W08,172,2015-W08-2,2015-03-10
2015-02-25,2015-W08,172,2015-W08-3,2015-03-11
2015-02-26,2015-W08,172,2015-W08-4,2015-03-12
2015-02-27,2015-W08,172,2015-W08-5,2015-03-13
2015-02-28,2015-W08,172,2015-W08-6,2015-03-14
2015-03-01,2015-W09,189,2015-W09-0,2015-03-15
2015-03-02,2015-W09,189,2015-W09-1,2015-03-16
2015-03-03,2015-W09,189,2015-W09-2,2015-03-17
2015-03-04,2015-W09,189,2015-W09-3,2015-03-18
2015-03-05,2015-W09,189,2015-W09-4,2015-03-19
2015-03-06,2015-W09,189,2015-W09-5,2015-03-20
2015-03-07,2015-W09,189,2015-W09-6,2015-03-21
2015-03-08,2015-W10,110,2015-W10-0,2015-03-22
2015-03-09,2015-W10,110,2015-W10-1,2015-03-23
2015-03-10,2015-W10,110,2015-W10-2,2015-03-24
2015-03-11,2015-W10,110,2015-W10-3,2015-03-25
2015-03-12,2015-W10,110,2015-W10-4,2015-03-26
2015-03-13,2015-W10,110,2015-W10-5,2015-03-27
2015-03-14,2015-W10,110,2015-W10-6,2015-03-28
2015-03-15,2015-W11,91,2015-W11-0,2015-03-29
2015-03-16,2015-W11,91,2015-W11-1,2015-03-30
2015-03-17,2015-W11,91,2015-W11-2,2015-03-31
2015-03-18,2015-W11,91,2015-W11-3,2015-04-01
2015-03-19,2015-W11,91,2015-W11-4,2015-04-02
2015-03-20,2015-W11,91,2015-W11-5,2015-04-03
2015-03-21,2015-W11,91,2015-W11-6,2015-04-04
2015-03-22,2015-W12,129,2015-W12-0,2015-04-05
2015-03-23,2015-W12,129,2015-W12-1,2015-04-06
2015-03-24,2015-W12,129,2015-W12-2,2015-04-07
2015-03-25,2015-W12,129,2015-W12-3,2015-04-08
2015-03-26,2015-W12,129,2015-W12-4,2015-04-09
2015-03-27,2015-W12,129,2015-W12-5,2015-04-10
2015-03-28,2015-W12,129,2015-W12-6,2015-04-11
2015-03-29,2015-W13,90,2015-W13-0,2015-04-12
2015-03-30,2015-W13,90,2015-W13-1,2015-04-13
2015-03-31,2015-W13,90,2015-W13-2,2015-04-14
2015-04-01,2015-W13,90,2015-W13-3,2015-04-15
2015-04-02,2015-W13,90,2015-W13-4,2015-04-16
2015-04-03,2015-W13,90,2015-W13-5,2015-04-17
